Dataset;Classifier;Fit time;Test accuracy;Train accuracy
pole_noise_medium;NN-(500, 500, 2000)-relu-softmax-categorical_crossentropy;2;0;0
pole_normalization;Nearest Neighbors;0.0005;0.825;0.8636
pole_normalization;Linear SVM;2;0;0
pole_normalization;RBF SVM;2;0;0
pole_normalization;Gaussian Process;2;0;0
pole_normalization;Decision Tree;0.0027;0.747;1.0
pole_normalization;Random Forest;2;0;0
pole_normalization;Neural Net;2;0;0
pole_normalization;AdaBoost;2;0;0
pole_normalization;Naive Bayes;2;0;0
pole_normalization;QDA;0.0004;0.6878;0.6923
pole_normalization;NN-(300, 100)-relu-sigmoid-mean_squared_error;2;0;0
pole_normalization;NN-(300, 100)-relu-softmax-categorical_crossentropy;2;0;0
pole_normalization;NN-(500, 300)-relu-sigmoid-mean_squared_error;2;0;0
pole_normalization;NN-(500, 300)-relu-softmax-categorical_crossentropy;2;0;0
pole_normalization;NN-(500, 500, 2000)-relu-sigmoid-mean_squared_error;2;0;0
sphere_2classes;Nearest Neighbors;0.0008;0.5981;0.7523
sphere_2classes;Linear SVM;2;0;0
sphere_2classes;RBF SVM;2;0;0
sphere_2classes;Gaussian Process;2;0;0
sphere_2classes;Decision Tree;0.0131;0.6093;1.0
sphere_2classes;Random Forest;2;0;0
sphere_2classes;Neural Net;2;0;0
sphere_2classes;AdaBoost;2;0;0
sphere_2classes;Naive Bayes;2;0;0
sphere_2classes;QDA;0.0007;0.6761;0.7105
sphere_2classes;NN-(300, 100)-relu-sigmoid-mean_squared_error;2;0;0
sphere_2classes;NN-(500, 300)-relu-sigmoid-mean_squared_error;2;0;0
sphere_2classes;NN-(500, 300)-relu-softmax-categorical_crossentropy;2;0;0
sphere_2classes;NN-(500, 500, 2000)-relu-sigmoid-mean_squared_error;2;0;0
sphere_3classes;Nearest Neighbors;0.0009;0.3782;0.5747
sphere_3classes;Linear SVM;2;0;0
sphere_3classes;RBF SVM;2;0;0
sphere_3classes;Gaussian Process;2;0;0
sphere_3classes;Decision Tree;2;0;0
sphere_3classes;Random Forest;2;0;0
sphere_3classes;Neural Net;2;0;0
sphere_3classes;AdaBoost;2;0;0
sphere_3classes;Naive Bayes;2;0;0
sphere_3classes;QDA;2;0;0
sphere_3classes;NN-(300, 100)-relu-sigmoid-mean_squared_error;2;0;0
sphere_3classes;NN-(300, 100)-relu-softmax-categorical_crossentropy;2;0;0
sphere_3classes;NN-(500, 300)-relu-sigmoid-mean_squared_error;2;0;0
sphere_3classes;NN-(500, 300)-relu-softmax-categorical_crossentropy;2;0;0
sphere_3classes;NN-(500, 500, 2000)-relu-sigmoid-mean_squared_error;2;0;0
sphere_3classes;NN-(500, 500, 2000)-relu-softmax-categorical_crossentropy;2;0;0
weapon-data;Nearest Neighbors;2;0;0
weapon-data;Linear SVM;2;0;0
weapon-data;Naive Bayes;2;0;0
weapon-data;NN-(500, 500, 2000)-relu-softmax-categorical_crossentropy;2;0;0
